popden,hospitals,entertainment,monuments,schools,rent,lat,lon
22067,4,0,0,0,"11,000",17.503103360721177,78.47028546308734
22067,1,1,0,1,"14,000",17.468225142079064,78.46419564265325
19674,4,0,0,1,"30,000",17.467248444015905,78.68836288939252
13289,1,0,0,0,"22,000",17.308944857573838,78.30979808199909
13289,1,3,0,1,"16,000",17.53561879036459,78.34820480394787
11500,1,1,0,1,"14,000",17.26893053277083,78.59581315942826
22067,1,0,0,1,"22,000",17.57571567053788,78.67660992711073
24642,5,0,0,0,"14,000",17.225439005885846,78.41544483545087
19674,1,3,0,0,"22,000",17.202743001711724,78.28372088739303
24642,5,0,0,1,"30,000",17.57382043735704,78.4781996574068
19674,1,1,0,1,"11,000",17.444210887750216,78.53897817777452
19674,5,0,0,1,"30,000",17.411661300707422,78.6059708983334
13289,3,0,0,0,"30,000",17.588100195088025,78.64067141863714
24642,1,0,1,1,"14,000",17.31687650800833,78.22350836083919
19674,3,1,0,1,"14,000",17.45391265626806,78.69315557967896
19674,1,0,0,1,"14,000",17.4458564924358,78.37302055686844
19674,4,3,0,1,"22,000",17.336547746958118,78.41076794214347
24642,4,3,0,0,"30,000",17.39738057064707,78.59147247312846
24642,1,0,1,0,"30,000",17.402054046360092,78.55316451776484
13289,4,1,0,1,"30,000",17.591760683431506,78.22397298071272
24642,4,1,0,1,"16,000",17.460158555789466,78.2998759749841
11500,4,0,0,0,"11,000",17.3694020206948,78.65541982818876
13289,1,3,0,0,"11,000",17.588909886707473,78.42909172915266
13289,5,0,0,1,"22,000",17.59450329751381,78.39205897859375
24642,3,1,0,0,"14,000",17.532027876337203,78.55201123910449
22067,3,0,0,0,"30,000",17.26307223310002,78.66776161888743
22067,1,0,0,1,"16,000",17.228850178250806,78.37084961679074
24642,5,0,0,0,"30,000",17.273652564447314,78.39943625949287
13289,3,0,0,1,"11,000",17.450597092152353,78.55439870029959
19674,5,3,0,1,"22,000",17.22082249280148,78.40878100373872
24642,3,1,0,0,"16,000",17.585227002601588,78.6641273947015
11500,3,0,0,1,"11,000",17.49146627726338,78.46264343450947
19674,3,0,0,1,"14,000",17.295280753639048,78.66349458618458
24642,3,0,0,1,"11,000",17.416381560005043,78.23357233965649
19674,3,3,0,1,"22,000",17.226110918856914,78.35587321497134
22067,3,0,0,1,"14,000",17.438353811896015,78.28863441274176
24642,5,0,0,0,"11,000",17.224515112217578,78.5297530206832
13289,1,0,0,1,"30,000",17.39235770735322,78.25442935147986
13289,5,0,0,1,"11,000",17.29416342909771,78.25644645574341
22067,1,3,0,0,"14,000",17.211579476878164,78.23417281316765
24642,5,0,0,0,"30,000",17.311783711432376,78.39296536716957
13289,5,0,0,1,"16,000",17.22863533978572,78.33058059069494
24642,1,1,0,1,"11,000",17.323084299823623,78.5341822444714
24642,3,0,0,1,"22,000",17.257582811653865,78.467955156457
19674,5,0,0,0,"22,000",17.323830574139766,78.64402980693681
22067,1,1,0,0,"16,000",17.33413789931207,78.30202912177977
19674,1,0,1,0,"16,000",17.24608028181966,78.49064127426814
19674,3,0,0,0,"16,000",17.33613034109194,78.50448517974125
24642,1,0,0,0,"16,000",17.264507495479158,78.66094711694495
13289,3,1,0,1,"14,000",17.363766776121043,78.23366578334426
11500,1,0,0,1,"30,000",17.587102235516593,78.65121251772752
13289,1,0,1,1,"11,000",17.53330020373041,78.6274927520683
13289,3,0,0,1,"16,000",17.214367258627952,78.64539549460014
24642,5,0,0,1,"30,000",17.316875958784706,78.66231372873398
13289,1,0,1,1,"16,000",17.559121916997217,78.39294634202709
22067,4,0,0,1,"16,000",17.44893304294995,78.53846741190729
24642,3,0,0,0,"11,000",17.54080939167428,78.60755231796139
22067,1,0,0,1,"14,000",17.503791343080017,78.41830037766611
19674,1,1,0,1,"11,000",17.48070520378997,78.57030572890925
13289,3,0,0,0,"11,000",17.315464108298784,78.4357169000933
19674,1,0,0,1,"11,000",17.514625876795215,78.63079183905565
24642,1,1,0,1,"14,000",17.286405723704334,78.55630029644637
11500,4,3,0,1,"14,000",17.528286729985865,78.34920009335518
22067,1,0,0,0,"30,000",17.318725786730013,78.26262302800377
19674,1,0,0,1,"16,000",17.269861275638885,78.49068907382036
13289,4,1,0,0,"22,000",17.43534642600199,78.60076946609173
19674,4,3,0,1,"16,000",17.268163269112133,78.44685488228873
22067,1,3,0,0,"22,000",17.33072497803115,78.46477140754767
22067,1,0,0,1,"30,000",17.28724842552463,78.47069858979545
24642,1,0,0,1,"14,000",17.43170607092883,78.41463791608462
19674,5,0,0,1,"16,000",17.516693239941183,78.25593011586825
24642,4,3,0,1,"22,000",17.334021084089244,78.557534340986
13289,1,3,0,0,"22,000",17.27566567369609,78.67004608145591
13289,1,0,1,1,"30,000",17.2413171378711,78.54655826294493
22067,4,0,0,1,"22,000",17.24307687705524,78.23867894930709
22067,1,0,0,1,"22,000",17.466694572814564,78.51823416548373
11500,1,0,0,1,"14,000",17.553124069673068,78.61906961014388
13289,1,0,0,0,"11,000",17.453325598772352,78.53162061010148
22067,4,1,0,1,"14,000",17.594453014578615,78.39105097881117
22067,1,0,0,1,"16,000",17.580037183832353,78.33943050844171
13289,4,1,0,0,"11,000",17.321277518896956,78.31424054735588
11500,1,1,0,1,"30,000",17.363028121444508,78.68913742954652
24642,1,3,0,0,"14,000",17.593705831265517,78.25772238954376
24642,1,0,0,1,"30,000",17.559720992419514,78.298309624691
19674,1,0,1,1,"14,000",17.57711520771213,78.55601506803093
13289,1,1,0,0,"30,000",17.538641724631233,78.36894965735223
11500,3,0,1,0,"11,000",17.366778694797762,78.68243596945105
22067,1,1,0,0,"30,000",17.232758984641087,78.5139041845045
19674,4,3,0,0,"16,000",17.246165435297076,78.60170132098821
11500,4,0,0,1,"14,000",17.22992085620521,78.6845887199149
11500,3,0,0,0,"22,000",17.367703646697112,78.52585033324091
22067,4,0,0,0,"14,000",17.277969431194876,78.43234425453802
13289,1,0,0,0,"22,000",17.44545170220106,78.42626893033729
19674,3,0,1,0,"22,000",17.43212423888054,78.60812819973332
19674,1,0,0,1,"11,000",17.211395311811373,78.244733138943
19674,1,1,0,0,"14,000",17.55080370747295,78.46831543031804
19674,4,0,0,0,"22,000",17.46437584887761,78.4664182085974
24642,1,3,0,1,"11,000",17.503869992924958,78.27813423908673
22067,1,3,0,1,"30,000",17.393282694175646,78.32181264072302
22067,1,3,0,1,"16,000",17.381175849977176,78.67168749327095
11500,1,0,0,1,"11,000",17.538206362147907,78.40832948097169
19674,5,1,0,1,"11,000",17.25691988120008,78.49527296017419
22067,1,0,0,0,"30,000",17.472023676653468,78.36231220970866
13289,1,0,0,1,"11,000",17.505297532038302,78.24596119213543
11500,5,0,1,1,"22,000",17.444224654305486,78.45413272687419
11500,3,1,0,1,"22,000",17.36540839735993,78.20436294870096
22067,4,0,0,1,"22,000",17.380826604221685,78.52544113751628
19674,3,1,0,0,"11,000",17.58396000521086,78.41105003555897
11500,1,0,1,1,"30,000",17.44870006363257,78.68990311871957
19674,5,1,0,0,"14,000",17.282235606753723,78.62099599211838
19674,5,0,1,0,"14,000",17.476859693633894,78.31219976137089
22067,1,0,0,1,"11,000",17.432241222181673,78.44260010608366
24642,5,3,0,0,"16,000",17.48955536528215,78.48826745531875
22067,5,0,0,0,"11,000",17.50376193853364,78.31788533958996
13289,1,1,0,1,"30,000",17.56229467287413,78.33515649950867
24642,3,3,0,1,"14,000",17.55845226321763,78.41333314758474
19674,4,0,1,0,"16,000",17.501560386693292,78.36264874662808
19674,3,0,1,0,"16,000",17.415445412448904,78.50235750470877
24642,5,0,0,0,"30,000",17.445819499812874,78.44444500445849
11500,5,0,0,0,"22,000",17.393802345845316,78.38773058832807
24642,3,0,0,0,"30,000",17.276136368881524,78.41117271463683
11500,4,0,0,1,"14,000",17.535307671754808,78.41673879053319
19674,3,0,0,1,"22,000",17.43785502785074,78.26686228060493
11500,1,0,0,1,"14,000",17.452569269405814,78.67198449177617
24642,3,1,0,1,"30,000",17.387668818618902,78.39281198489277
19674,3,0,0,1,"14,000",17.539862073322716,78.45968173427194
13289,1,3,0,1,"30,000",17.256157466797887,78.35872610306728
19674,1,1,1,0,"16,000",17.537693650399724,78.31712716052303
24642,1,0,0,1,"11,000",17.320260719450843,78.59905643996487
19674,1,3,0,1,"30,000",17.324683563778706,78.45149752089209
13289,3,0,1,1,"22,000",17.462468209411067,78.58600631724313
13289,1,3,0,1,"30,000",17.4888802175088,78.45010786203095
13289,1,3,0,1,"16,000",17.234171985854793,78.32270416006331
11500,1,0,0,0,"30,000",17.37253889950367,78.42772719761872
24642,1,1,1,1,"11,000",17.330249202324232,78.24323646238787
11500,5,0,0,1,"11,000",17.37950232950952,78.52531652812797
19674,3,3,0,0,"30,000",17.550792691424363,78.51148996937707
24642,5,3,0,0,"16,000",17.426811411782094,78.59411806592625
24642,1,0,0,0,"14,000",17.31154984077856,78.56262932708539
24642,5,0,0,1,"14,000",17.457276865336993,78.30459812577298
22067,1,0,0,1,"30,000",17.484193817649523,78.47735086391066
19674,4,0,0,1,"11,000",17.39558771393504,78.36544166115054
22067,1,0,0,1,"14,000",17.502765124226556,78.62131104368903
11500,5,0,0,0,"16,000",17.30312792662726,78.66957324464455
24642,5,3,0,1,"11,000",17.295579662591084,78.29920422677739
11500,1,0,1,0,"11,000",17.53728799754869,78.59561277345556
13289,1,0,0,1,"30,000",17.25360242868781,78.29365420872294
22067,3,1,0,1,"16,000",17.575574881623318,78.67789679326215
19674,3,0,0,1,"11,000",17.591834125059773,78.63678818608373
24642,3,0,0,1,"30,000",17.265302882861903,78.43495111483658
24642,5,0,0,0,"11,000",17.208834168993757,78.61954796968979
19674,3,1,0,1,"11,000",17.590686055518482,78.41698054530707
24642,1,0,1,1,"14,000",17.22869317356324,78.4243702098314
19674,1,3,0,0,"14,000",17.219770420981718,78.42988604716496
19674,1,0,0,0,"22,000",17.22989523633961,78.56957639144186
24642,1,0,0,1,"30,000",17.215640808747217,78.5791049140651
13289,1,0,0,0,"14,000",17.266436286953443,78.46318972282144
19674,4,3,1,0,"22,000",17.340183623662497,78.41079662202216
11500,3,0,0,1,"14,000",17.436694496001568,78.31145450581302
24642,1,3,0,0,"22,000",17.521025578384542,78.5769243159686
11500,5,0,0,1,"30,000",17.303318405470634,78.51833976245894
13289,4,0,0,1,"22,000",17.571904098447547,78.38167242001347
11500,5,1,0,1,"11,000",17.514621283901874,78.36007364327143
11500,4,0,0,0,"14,000",17.478391902404837,78.23312208639759
19674,4,0,0,1,"14,000",17.583738859904127,78.5877738375857
13289,4,1,0,0,"11,000",17.39691231383593,78.41672073936115
11500,3,0,0,1,"11,000",17.440582874917304,78.33146457699134
13289,1,0,0,1,"16,000",17.476057803311633,78.35149702563596
24642,3,3,0,1,"11,000",17.312410063649107,78.65548164279413
24642,1,0,0,0,"16,000",17.536005056512685,78.34412117783022
24642,1,3,1,1,"11,000",17.457451217093194,78.68702102941754
19674,1,0,0,1,"30,000",17.386536481982034,78.67584996151233
11500,5,0,0,1,"30,000",17.373950181261772,78.45085356182378
24642,1,0,0,0,"22,000",17.456578111503603,78.32245793614692
22067,3,3,1,0,"11,000",17.204665085679455,78.49647323865366
24642,5,1,0,0,"11,000",17.305865563679536,78.49707977482599
13289,1,0,0,0,"14,000",17.588740057113625,78.35965726163022
24642,4,0,0,1,"30,000",17.449564829071278,78.57895010389203
19674,4,0,1,0,"30,000",17.389967968410023,78.67717836712723
11500,5,1,1,1,"16,000",17.253725443873087,78.63962548977923
11500,5,3,0,1,"22,000",17.309529603067116,78.58353714372836
24642,1,3,0,0,"14,000",17.366072568663913,78.65147402339839
24642,4,0,0,1,"30,000",17.428862124400517,78.68384108282088
11500,1,3,0,0,"11,000",17.343269439883606,78.56248609178517
11500,3,1,0,0,"11,000",17.373237378235206,78.3493605911744
22067,5,0,0,0,"22,000",17.50339523609875,78.49692454458079
11500,4,0,1,1,"14,000",17.38616700661352,78.5505147243547
24642,4,1,0,1,"14,000",17.386253955432522,78.6555092766794
13289,3,1,0,0,"16,000",17.34704532508311,78.21402640210563
11500,1,0,0,1,"30,000",17.578036245270184,78.20881468489078
13289,1,0,0,1,"11,000",17.237947343141755,78.29600483843566
11500,1,0,0,0,"30,000",17.361628856902374,78.55703421570936
19674,3,1,0,1,"14,000",17.503583290231497,78.36428699875312
13289,1,1,0,0,"14,000",17.57294379551405,78.40659555051863
11500,1,0,0,1,"22,000",17.30524305904951,78.4004836080837
22067,1,0,0,1,"14,000",17.552709428575596,78.66543903165757
22067,3,1,1,1,"11,000",17.258229184773235,78.64922442943077
19674,1,0,0,1,"16,000",17.23335099023294,78.55381241163964
19674,3,0,0,0,"14,000",17.419686251643572,78.29217170581155
24642,4,1,0,0,"14,000",17.257798187866236,78.29776408162951
22067,5,0,0,0,"14,000",17.438113552574688,78.22134197818458
22067,4,0,1,1,"22,000",17.306186404871113,78.69728524103938
11500,4,0,0,0,"30,000",17.44469612195922,78.43697057848577
11500,1,0,1,0,"30,000",17.587612934933748,78.54125620217825
22067,5,0,1,0,"16,000",17.299225514723013,78.35288960870223
24642,5,0,1,1,"16,000",17.462618156416116,78.63453073409667
24642,3,0,0,1,"22,000",17.505102091181186,78.48829500337818
24642,1,0,0,1,"14,000",17.35645629643185,78.52923992685909
22067,1,0,0,1,"30,000",17.205128365986255,78.4350237483078
11500,4,3,1,1,"11,000",17.298117365229878,78.35039726272652
22067,4,0,0,1,"16,000",17.503303949999243,78.3692472899618
19674,1,3,0,1,"11,000",17.204373210038405,78.5277315859638
11500,3,3,0,1,"14,000",17.539727665070988,78.29417252551997
11500,3,0,1,0,"30,000",17.304261348167774,78.41080654701476
13289,4,0,1,1,"30,000",17.27625733307645,78.57684565890523
11500,4,3,0,1,"30,000",17.43711008451684,78.55008753442166
13289,4,0,1,1,"22,000",17.321715657016053,78.45644333140986
22067,1,0,0,0,"22,000",17.451894717971633,78.31976576333088
11500,5,0,0,0,"30,000",17.237766558332467,78.57081671887155
24642,4,0,0,1,"11,000",17.346228360546835,78.21321641522303
22067,3,3,0,0,"16,000",17.471851195347902,78.47311251282724
22067,1,3,0,1,"14,000",17.202262425442374,78.69009712910521
13289,1,1,0,0,"30,000",17.554556081335427,78.52750687199998
13289,1,1,1,0,"14,000",17.297155918316676,78.59862135759435
24642,1,0,0,1,"16,000",17.33455377975039,78.26312245816116
22067,4,0,0,1,"11,000",17.37149649736581,78.48886149050718
11500,3,0,1,1,"30,000",17.229820112167292,78.39948456666022
13289,1,0,0,0,"11,000",17.522449403837708,78.43761214991534
11500,1,1,0,0,"11,000",17.509390757195717,78.3066356858476
13289,1,3,0,0,"22,000",17.554671601945515,78.5303272606745
13289,4,0,1,1,"11,000",17.362874416858233,78.61877732829394
24642,3,0,0,0,"14,000",17.220669848769006,78.55186712083184
24642,3,3,0,1,"30,000",17.246482838746402,78.53784101487236
19674,4,1,0,0,"22,000",17.422629201681755,78.6984904043869
13289,1,0,1,0,"16,000",17.365676749562727,78.42002779452609
19674,3,1,0,0,"14,000",17.26737844298901,78.34721788657036
13289,1,0,0,0,"11,000",17.258578516811276,78.43003326658379
13289,3,0,1,1,"11,000",17.273036269726266,78.51539901810737
22067,5,0,1,1,"22,000",17.594244302729727,78.3471125515592
19674,1,1,0,1,"14,000",17.33352746166257,78.52196231642606
13289,4,3,0,0,"11,000",17.429161774661097,78.51124072060597
11500,1,1,0,0,"16,000",17.29051895033945,78.24437960539883
22067,3,0,0,1,"22,000",17.39385041036998,78.6690313298257
13289,3,0,1,1,"14,000",17.367926596479382,78.5218458481082
13289,3,0,1,1,"30,000",17.370892239442252,78.49020179439465
22067,5,1,0,1,"16,000",17.470209292543785,78.45723417188334
19674,5,0,0,1,"11,000",17.285876719389186,78.21544375465572
11500,1,3,1,1,"14,000",17.34518642924883,78.23470429188413
19674,3,0,0,1,"11,000",17.432964231224688,78.2441298489692
19674,4,1,0,0,"11,000",17.219471461120776,78.21892490807703
13289,1,0,0,1,"11,000",17.30095261495045,78.67499558899313
22067,1,1,1,1,"14,000",17.229500619661906,78.22780228769689
22067,4,0,0,1,"14,000",17.41165199574259,78.45295154508318
19674,4,1,0,1,"14,000",17.545692793052577,78.64389489020259
19674,1,0,0,1,"30,000",17.41294705764955,78.40670717757847
24642,3,0,1,1,"16,000",17.448542813732193,78.68213399237484
19674,1,0,0,0,"22,000",17.42558846423487,78.66343403401257
19674,1,1,1,0,"16,000",17.25938430396971,78.62866119816117
11500,4,0,0,1,"11,000",17.3893964111166,78.479397396404
13289,1,1,0,1,"16,000",17.395610800488686,78.5293843151773
22067,4,0,1,0,"22,000",17.59889220073684,78.59006089838608
24642,1,1,1,0,"22,000",17.583013040551283,78.6047113201922
11500,1,1,0,0,"16,000",17.551150005447326,78.38596668355788
19674,1,0,0,0,"22,000",17.230203129994855,78.3390833459085
22067,3,0,0,1,"14,000",17.23736186646552,78.26281761277191
22067,1,0,0,1,"11,000",17.43491305239341,78.60191552759679
13289,3,0,0,0,"22,000",17.266081450245967,78.36524563305441
13289,4,3,1,0,"11,000",17.403716691847098,78.44912920496158
13289,5,0,0,1,"14,000",17.238018350060994,78.30955618444987
22067,1,1,1,1,"11,000",17.34196392325214,78.50176083915943
24642,5,1,0,1,"16,000",17.330004326524733,78.64504547077426
11500,1,1,0,0,"14,000",17.417615588223704,78.58590610798922
24642,3,0,0,1,"16,000",17.224755058364416,78.66522530042333
11500,5,0,0,0,"22,000",17.354141798369962,78.6031022659835
19674,5,0,0,1,"14,000",17.55047291688234,78.23190983776445
22067,5,0,0,1,"11,000",17.5964356540639,78.69761804076474
11500,1,1,0,0,"14,000",17.45848240593526,78.24957248382819
11500,1,0,0,0,"16,000",17.56143191609378,78.30001464285156
24642,5,0,1,1,"11,000",17.545094614807788,78.2375656021292
19674,1,1,0,0,"30,000",17.41806047166141,78.29822313594724
13289,4,0,0,1,"16,000",17.481532733242776,78.40963785777342
19674,5,1,1,1,"11,000",17.20695857392353,78.22754761007796
13289,5,0,0,1,"16,000",17.30553917804558,78.30884994262662
24642,5,0,1,0,"16,000",17.363782753373005,78.4492230046513
24642,5,3,0,1,"30,000",17.581425837828338,78.26560343820407
22067,3,0,1,1,"16,000",17.57476656065458,78.36563923405895
19674,1,0,0,1,"22,000",17.32107656994847,78.33625036924234
13289,1,0,1,0,"11,000",17.291886542806214,78.6028944426081
19674,4,0,0,0,"14,000",17.48058298470894,78.57902301485481
11500,5,0,0,0,"22,000",17.54095359325173,78.56032972295516
24642,5,0,0,1,"16,000",17.514429540622423,78.6147044970312
13289,1,3,0,1,"11,000",17.224268820571716,78.46103834615299
24642,5,3,0,1,"22,000",17.407495862642875,78.30621390173197
11500,3,0,0,0,"16,000",17.302275136665543,78.68427833375745
13289,4,0,0,1,"22,000",17.37380316141892,78.62122803982614
22067,4,3,1,0,"30,000",17.421537989121624,78.45681851622781
19674,4,0,0,1,"22,000",17.474245852832137,78.42447172681403
11500,5,0,0,1,"22,000",17.333272397066235,78.24911683359363
19674,5,0,0,0,"22,000",17.41874756839187,78.29481197122449
22067,5,0,0,1,"14,000",17.27567190552647,78.60096628190536
22067,3,0,0,0,"16,000",17.22294896091031,78.53056995321418
24642,1,1,0,0,"14,000",17.370992448254288,78.55468420109128
22067,1,3,0,0,"14,000",17.522952673623436,78.35448221426857
11500,5,3,1,1,"30,000",17.593875903712323,78.58905373407035
19674,1,0,0,0,"30,000",17.232346818386063,78.26631282455794
24642,5,3,0,0,"16,000",17.587548742999367,78.39613438962652
22067,3,3,0,0,"16,000",17.471025145669255,78.53304644956314
13289,1,0,0,1,"30,000",17.290450982865014,78.26700198480646
13289,1,0,0,0,"16,000",17.45563357836567,78.26400661827154
22067,4,0,0,1,"14,000",17.44905074719712,78.26444197697694
19674,4,0,0,1,"11,000",17.383383267072055,78.35491591812992
11500,3,0,0,0,"22,000",17.229858350950312,78.23981471594404
11500,1,0,0,1,"30,000",17.542018965273027,78.48060523960625
19674,1,3,0,1,"11,000",17.38105606876196,78.59555819164129
19674,1,3,0,1,"14,000",17.249690965224495,78.40118237952956
13289,1,0,0,1,"22,000",17.567733659533197,78.36706063294551
13289,3,0,0,1,"22,000",17.51974914158209,78.52195887023274
22067,5,0,0,1,"30,000",17.541787516691112,78.68009026333401
11500,3,1,1,0,"14,000",17.49431390373834,78.39190206012526
19674,4,3,0,1,"14,000",17.250448156897434,78.62196939321252
19674,3,0,0,1,"16,000",17.550528555655852,78.37357871180163
22067,3,0,0,0,"30,000",17.32512948639174,78.3156192857412
11500,3,0,0,0,"30,000",17.59340219965564,78.39648100546984
19674,1,0,0,1,"30,000",17.532327233880075,78.69970222621095
19674,5,1,0,0,"16,000",17.233648462986874,78.51891012791857
13289,5,0,1,0,"22,000",17.54616965362117,78.62036290831276
11500,1,0,1,1,"14,000",17.48554501944636,78.531192660586
19674,3,3,0,0,"14,000",17.303658964793698,78.49780170216981
11500,5,0,0,0,"16,000",17.484063826512898,78.28268558976238
24642,3,0,0,1,"30,000",17.28064556274651,78.55118846738125
22067,1,3,1,0,"11,000",17.372870582296432,78.29363108868762
13289,1,0,1,1,"14,000",17.57110014327522,78.46931457061334
11500,1,0,0,1,"30,000",17.585891402524002,78.35488013871856
24642,3,0,0,0,"11,000",17.47891908676845,78.59357941351408
22067,1,1,0,1,"14,000",17.294071261312784,78.53186204372325
11500,1,3,0,0,"22,000",17.5004235800108,78.31864942543407
24642,5,1,0,0,"16,000",17.37716597826154,78.27347057449965
24642,3,0,0,1,"14,000",17.381879616367854,78.32975971819488
13289,1,0,1,1,"30,000",17.37108392421729,78.68087814963215
24642,1,1,0,1,"30,000",17.317749419246358,78.50603837166098
13289,5,1,0,0,"30,000",17.33132714217042,78.32875301521935
22067,4,3,0,1,"16,000",17.33133322906736,78.53824791665093
13289,5,0,0,0,"30,000",17.319864197865307,78.50246779917275
11500,3,0,0,1,"14,000",17.412183524344243,78.69711385124423
24642,3,0,0,0,"11,000",17.517353851552357,78.51193439301592
24642,5,0,0,1,"30,000",17.482567066642737,78.54421104384599
22067,1,0,0,0,"16,000",17.350070913049382,78.4534287614225
13289,3,0,0,0,"14,000",17.426555073546766,78.46796501794313
11500,5,0,0,1,"11,000",17.377427800100037,78.44212157809669
19674,1,0,0,0,"11,000",17.414428560251135,78.5196353421731
24642,5,1,0,1,"16,000",17.34022387345506,78.41529337522606
11500,1,1,0,1,"14,000",17.53199820076107,78.23967491343565
11500,3,0,1,1,"30,000",17.324314702230854,78.40485364490003
19674,4,3,0,0,"11,000",17.250939591000126,78.4906514781649
13289,3,3,0,1,"14,000",17.256335696447245,78.3326948127379
24642,5,0,0,1,"16,000",17.514804965283606,78.3593945820624
22067,1,0,1,0,"22,000",17.322230299175708,78.29706909138717
11500,1,3,1,0,"14,000",17.20782448031069,78.61581349038697
19674,1,3,0,0,"11,000",17.313158850514142,78.24556015608177
22067,3,0,0,1,"14,000",17.560879806236805,78.66654976213222
22067,5,3,0,0,"30,000",17.53441462232378,78.40884858033931
13289,4,3,0,1,"30,000",17.542117496200348,78.57679739931426
24642,1,0,0,0,"22,000",17.43408993538892,78.39538492731815
13289,5,0,0,0,"11,000",17.229849617119598,78.3409739538714
22067,3,0,0,1,"14,000",17.50028677668358,78.65567176634738
22067,1,3,0,1,"14,000",17.27854122332092,78.3816374286799
13289,3,1,0,1,"11,000",17.267558128163344,78.32198428801587
24642,3,0,0,1,"30,000",17.20578578579927,78.24033801546473
22067,1,3,0,0,"14,000",17.37688696738646,78.47104558031472
13289,4,0,0,1,"22,000",17.37859935275759,78.33232758204282
24642,1,0,1,1,"11,000",17.437068204912475,78.56277875365213
22067,1,0,0,1,"22,000",17.50013971978259,78.36444497395047
22067,3,3,0,0,"14,000",17.50262422362529,78.6825692391579
22067,1,0,0,1,"22,000",17.27989611923318,78.56304337343451
13289,4,1,1,0,"16,000",17.436227664592522,78.27335137882004
19674,3,0,1,1,"16,000",17.291334116897808,78.39954199725078
11500,4,0,0,0,"14,000",17.33839690318579,78.49043525936338
22067,5,1,0,1,"22,000",17.444747085410366,78.38195873413848
24642,1,0,1,1,"16,000",17.545604882673306,78.2435387008728
22067,3,1,0,0,"16,000",17.518765352536967,78.4086938224815
24642,4,0,0,0,"16,000",17.305496804094787,78.21551079426638
11500,1,0,0,0,"11,000",17.57549326649073,78.65037992705187
13289,4,3,0,0,"30,000",17.47958252879633,78.5046314584231
24642,5,0,0,0,"16,000",17.500357813129295,78.21586016954988
13289,5,0,0,1,"11,000",17.2981318345043,78.5356933695804
19674,5,3,0,0,"22,000",17.28170935896745,78.58577348138779
13289,4,3,1,0,"14,000",17.490543363206907,78.29677517700378
13289,4,3,0,0,"16,000",17.5395686796394,78.49550731273155
19674,5,0,0,1,"30,000",17.466516666641965,78.61360957704078
22067,1,3,0,0,"22,000",17.255566936680463,78.49978375672742
19674,1,3,0,1,"30,000",17.305597820154514,78.386742709325
19674,4,0,0,0,"11,000",17.264870121576614,78.51574245791058
22067,3,0,1,1,"22,000",17.50396033882579,78.28641644895976
11500,5,3,0,1,"22,000",17.528360203039835,78.51560797379817
24642,1,0,0,1,"16,000",17.341213710635547,78.38289304272689
24642,3,0,0,1,"30,000",17.39610658486867,78.42144544558283
11500,5,1,0,0,"30,000",17.371765470214537,78.44422227265612
11500,3,0,0,1,"22,000",17.503604932186995,78.56843817736613
22067,3,0,0,1,"11,000",17.262935418497975,78.59460484905763
22067,3,3,1,1,"16,000",17.201001284098655,78.48801965302873
24642,1,0,0,1,"22,000",17.362717039685787,78.50584070304879
13289,4,0,0,1,"14,000",17.496707635880426,78.67642656896705
11500,4,3,1,1,"14,000",17.34766498871374,78.28567748354614
11500,1,0,0,1,"14,000",17.304464789936727,78.57465224392107
13289,3,0,0,1,"14,000",17.57775532041952,78.36454046866696
24642,3,0,0,0,"16,000",17.420587700074204,78.32189078769002
24642,5,0,0,0,"16,000",17.323748944824384,78.29193603447206
13289,1,0,1,1,"14,000",17.383668951067673,78.26317671526014
19674,1,0,0,0,"11,000",17.45472699911154,78.5320342408864
11500,1,0,0,1,"11,000",17.3864990857727,78.21932188786441
22067,5,0,0,1,"30,000",17.465298050497406,78.59028230820027
13289,1,1,0,1,"14,000",17.39110259288894,78.54966550602586
11500,1,0,1,1,"14,000",17.495561559836077,78.35237375915892
22067,3,0,0,1,"14,000",17.536222151791424,78.69929364807076
19674,3,0,1,0,"16,000",17.469358943341298,78.51677703843923
19674,1,0,0,0,"16,000",17.54298464242843,78.62558869982928
22067,1,0,0,1,"11,000",17.329060552881746,78.6330317789669
19674,1,0,0,1,"30,000",17.492352374872677,78.50850455847257
19674,1,0,0,1,"16,000",17.4570172098047,78.46900192594295
19674,4,0,0,1,"16,000",17.458113638272646,78.4263082779066
13289,1,0,0,0,"14,000",17.51032540930495,78.58436238471731
11500,3,3,0,0,"30,000",17.388330156900153,78.43875592184278
19674,4,0,1,1,"16,000",17.269002265445724,78.2917977815343
22067,4,0,1,0,"22,000",17.435433037227583,78.64355373949623
11500,4,1,0,0,"22,000",17.577680520545368,78.20726945765512
24642,3,0,0,1,"14,000",17.55994552412914,78.60582840976669
22067,3,0,0,0,"16,000",17.2201346138848,78.46403400760587
11500,4,3,1,0,"22,000",17.25985916701029,78.46454428015848
13289,5,0,1,1,"16,000",17.539366936048708,78.38061554208807
24642,3,0,0,0,"11,000",17.541227769631263,78.20957635503623
24642,4,0,0,1,"16,000",17.53999649796938,78.28640848983146
13289,1,0,1,0,"22,000",17.545951351368263,78.30046905675194
11500,1,0,0,0,"11,000",17.276451326155836,78.5451839212435
24642,1,1,0,0,"16,000",17.438042288451076,78.3728561928963
13289,5,3,0,1,"30,000",17.401437397246607,78.2858383618852
11500,1,3,0,1,"30,000",17.458176612379738,78.3309031825594
